Date,Centre_5me,Commodity_5me,Price
7/12/2009,AMRITSAR,Potato,14
8/12/2009,AMRITSAR,Potato,14
9/12/2009,AMRITSAR,Potato,14
10/12/2009,AMRITSAR,Potato,14
11/12/2009,AMRITSAR,Potato,14
14-12-2009,AMRITSAR,Potato,14
15-12-2009,AMRITSAR,Potato,14
16-12-2009,AMRITSAR,Potato,14
17-12-2009,AMRITSAR,Potato,14
18-12-2009,AMRITSAR,Potato,14
21-12-2009,AMRITSAR,Potato,14
22-12-2009,AMRITSAR,Potato,14
23-12-2009,AMRITSAR,Potato,14
24-12-2009,AMRITSAR,Potato,14
29-12-2009,AMRITSAR,Potato,14
30-12-2009,AMRITSAR,Potato,14
31-12-2009,AMRITSAR,Potato,14
1/1/2010,AMRITSAR,Potato,14
4/1/2010,AMRITSAR,Potato,14
5/1/2010,AMRITSAR,Potato,14
6/1/2010,AMRITSAR,Potato,14
7/1/2010,AMRITSAR,Potato,14
8/1/2010,AMRITSAR,Potato,14
11/1/2010,AMRITSAR,Potato,12
12/1/2010,AMRITSAR,Potato,12
13-01-2010,AMRITSAR,Potato,12
14-01-2010,AMRITSAR,Potato,12
15-01-2010,AMRITSAR,Potato,12
18-01-2010,AMRITSAR,Potato,12
19-01-2010,AMRITSAR,Potato,12
20-01-2010,AMRITSAR,Potato,12
21-01-2010,AMRITSAR,Potato,12
22-01-2010,AMRITSAR,Potato,12
25-01-2010,AMRITSAR,Potato,12
27-01-2010,AMRITSAR,Potato,8
28-01-2010,AMRITSAR,Potato,8
29-01-2010,AMRITSAR,Potato,8
1/2/2010,AMRITSAR,Potato,8
2/2/2010,AMRITSAR,Potato,8
3/2/2010,AMRITSAR,Potato,8
4/2/2010,AMRITSAR,Potato,8
5/2/2010,AMRITSAR,Potato,8
8/2/2010,AMRITSAR,Potato,8
9/2/2010,AMRITSAR,Potato,8
10/2/2010,AMRITSAR,Potato,8
11/2/2010,AMRITSAR,Potato,8
12/2/2010,AMRITSAR,Potato,8
15-02-2010,AMRITSAR,Potato,8
16-02-2010,AMRITSAR,Potato,8
17-02-2010,AMRITSAR,Potato,7
18-02-2010,AMRITSAR,Potato,7
19-02-2010,AMRITSAR,Potato,7
22-02-2010,AMRITSAR,Potato,7
23-02-2010,AMRITSAR,Potato,7
24-02-2010,AMRITSAR,Potato,7
25-02-2010,AMRITSAR,Potato,7
26-02-2010,AMRITSAR,Potato,7
2/3/2010,AMRITSAR,Potato,7
3/3/2010,AMRITSAR,Potato,7
4/3/2010,AMRITSAR,Potato,5
5/3/2010,AMRITSAR,Potato,5
8/3/2010,AMRITSAR,Potato,5
9/3/2010,AMRITSAR,Potato,5
10/3/2010,AMRITSAR,Potato,5
11/3/2010,AMRITSAR,Potato,5
12/3/2010,AMRITSAR,Potato,5
15-03-2010,AMRITSAR,Potato,5
16-03-2010,AMRITSAR,Potato,5
17-03-2010,AMRITSAR,Potato,5
18-03-2010,AMRITSAR,Potato,5
19-03-2010,AMRITSAR,Potato,5
22-03-2010,AMRITSAR,Potato,5
23-03-2010,AMRITSAR,Potato,5
25-03-2010,AMRITSAR,Potato,5
26-03-2010,AMRITSAR,Potato,5
29-03-2010,AMRITSAR,Potato,5
30-03-2010,AMRITSAR,Potato,5
31-03-2010,AMRITSAR,Potato,5
1/4/2010,AMRITSAR,Potato,5
5/4/2010,AMRITSAR,Potato,5
6/4/2010,AMRITSAR,Potato,5
7/4/2010,AMRITSAR,Potato,5
8/4/2010,AMRITSAR,Potato,5
9/4/2010,AMRITSAR,Potato,5
12/4/2010,AMRITSAR,Potato,5
13-04-2010,AMRITSAR,Potato,5
15-04-2010,AMRITSAR,Potato,5
16-04-2010,AMRITSAR,Potato,5
19-04-2010,AMRITSAR,Potato,5
20-04-2010,AMRITSAR,Potato,5
21-04-2010,AMRITSAR,Potato,5
22-04-2010,AMRITSAR,Potato,5
23-04-2010,AMRITSAR,Potato,5
26-04-2010,AMRITSAR,Potato,5
27-04-2010,AMRITSAR,Potato,5
28-04-2010,AMRITSAR,Potato,5
29-04-2010,AMRITSAR,Potato,5
30-04-2010,AMRITSAR,Potato,5
3/5/2010,AMRITSAR,Potato,6
4/5/2010,AMRITSAR,Potato,6
5/5/2010,AMRITSAR,Potato,6
6/5/2010,AMRITSAR,Potato,6
7/5/2010,AMRITSAR,Potato,6
10/5/2010,AMRITSAR,Potato,6
11/5/2010,AMRITSAR,Potato,6
12/5/2010,AMRITSAR,Potato,5
13-05-2010,AMRITSAR,Potato,5
14-05-2010,AMRITSAR,Potato,6
17-05-2010,AMRITSAR,Potato,6
18-05-2010,AMRITSAR,Potato,6
19-05-2010,AMRITSAR,Potato,6
20-05-2010,AMRITSAR,Potato,6
21-05-2010,AMRITSAR,Potato,6
24-05-2010,AMRITSAR,Potato,6
25-05-2010,AMRITSAR,Potato,6
26-05-2010,AMRITSAR,Potato,6
28-05-2010,AMRITSAR,Potato,6
31-05-2010,AMRITSAR,Potato,6
1/6/2010,AMRITSAR,Potato,6
2/6/2010,AMRITSAR,Potato,6
3/6/2010,AMRITSAR,Potato,6
4/6/2010,AMRITSAR,Potato,6
7/6/2010,AMRITSAR,Potato,6
8/6/2010,AMRITSAR,Potato,6
9/6/2010,AMRITSAR,Potato,6
10/6/2010,AMRITSAR,Potato,6
11/6/2010,AMRITSAR,Potato,6
14-06-2010,AMRITSAR,Potato,6
15-06-2010,AMRITSAR,Potato,6
16-06-2010,AMRITSAR,Potato,6
17-06-2010,AMRITSAR,Potato,6
18-06-2010,AMRITSAR,Potato,6
21-06-2010,AMRITSAR,Potato,6
22-06-2010,AMRITSAR,Potato,6
23-06-2010,AMRITSAR,Potato,6
24-06-2010,AMRITSAR,Potato,6
25-06-2010,AMRITSAR,Potato,9
28-06-2010,AMRITSAR,Potato,9
29-06-2010,AMRITSAR,Potato,9
30-06-2010,AMRITSAR,Potato,9
1/7/2010,AMRITSAR,Potato,9
2/7/2010,AMRITSAR,Potato,9
5/7/2010,AMRITSAR,Potato,9
6/7/2010,AMRITSAR,Potato,9
7/7/2010,AMRITSAR,Potato,9
8/7/2010,AMRITSAR,Potato,9
9/7/2010,AMRITSAR,Potato,5
12/7/2010,AMRITSAR,Potato,5
13-07-2010,AMRITSAR,Potato,5
14-07-2010,AMRITSAR,Potato,9
15-07-2010,AMRITSAR,Potato,9
16-07-2010,AMRITSAR,Potato,10
19-07-2010,AMRITSAR,Potato,10
20-07-2010,AMRITSAR,Potato,10
21-07-2010,AMRITSAR,Potato,10
22-07-2010,AMRITSAR,Potato,10
23-07-2010,AMRITSAR,Potato,10
26-07-2010,AMRITSAR,Potato,10
27-07-2010,AMRITSAR,Potato,10
28-07-2010,AMRITSAR,Potato,10
29-07-2010,AMRITSAR,Potato,10
30-07-2010,AMRITSAR,Potato,10
2/8/2010,AMRITSAR,Potato,12
3/8/2010,AMRITSAR,Potato,12
4/8/2010,AMRITSAR,Potato,12
5/8/2010,AMRITSAR,Potato,12
6/8/2010,AMRITSAR,Potato,12
9/8/2010,AMRITSAR,Potato,12
10/8/2010,AMRITSAR,Potato,12
11/8/2010,AMRITSAR,Potato,12
12/8/2010,AMRITSAR,Potato,12
13-08-2010,AMRITSAR,Potato,12
16-08-2010,AMRITSAR,Potato,12
17-08-2010,AMRITSAR,Potato,12
18-08-2010,AMRITSAR,Potato,12
19-08-2010,AMRITSAR,Potato,12
20-08-2010,AMRITSAR,Potato,12
23-08-2010,AMRITSAR,Potato,12
24-08-2010,AMRITSAR,Potato,11
25-08-2010,AMRITSAR,Potato,11
26-08-2010,AMRITSAR,Potato,11
27-08-2010,AMRITSAR,Potato,12
30-08-2010,AMRITSAR,Potato,12
31-08-2010,AMRITSAR,Potato,12
1/9/2010,AMRITSAR,Potato,12
3/9/2010,AMRITSAR,Potato,12
6/9/2010,AMRITSAR,Potato,12
7/9/2010,AMRITSAR,Potato,12
8/9/2010,AMRITSAR,Potato,12
9/9/2010,AMRITSAR,Potato,12
10/9/2010,AMRITSAR,Potato,12
13-09-2010,AMRITSAR,Potato,12
14-09-2010,AMRITSAR,Potato,5
15-09-2010,AMRITSAR,Potato,12
16-09-2010,AMRITSAR,Potato,5
17-09-2010,AMRITSAR,Potato,12
20-09-2010,AMRITSAR,Potato,12
21-09-2010,AMRITSAR,Potato,12
22-09-2010,AMRITSAR,Potato,5
23-09-2010,AMRITSAR,Potato,5
24-09-2010,AMRITSAR,Potato,12
27-09-2010,AMRITSAR,Potato,5
28-09-2010,AMRITSAR,Potato,5
29-09-2010,AMRITSAR,Potato,5
30-09-2010,AMRITSAR,Potato,5
1/10/2010,AMRITSAR,Potato,5
4/10/2010,AMRITSAR,Potato,12
5/10/2010,AMRITSAR,Potato,14
6/10/2010,AMRITSAR,Potato,14
7/10/2010,AMRITSAR,Potato,14
8/10/2010,AMRITSAR,Potato,14
11/10/2010,AMRITSAR,Potato,5
12/10/2010,AMRITSAR,Potato,5
13-10-2010,AMRITSAR,Potato,5
15-10-2010,AMRITSAR,Potato,5
18-10-2010,AMRITSAR,Potato,5
19-10-2010,AMRITSAR,Potato,14
20-10-2010,AMRITSAR,Potato,14
21-10-2010,AMRITSAR,Potato,14
22-10-2010,AMRITSAR,Potato,14
25-10-2010,AMRITSAR,Potato,12
26-10-2010,AMRITSAR,Potato,12
27-10-2010,AMRITSAR,Potato,12
28-10-2010,AMRITSAR,Potato,12
29-10-2010,AMRITSAR,Potato,12
1/11/2010,AMRITSAR,Potato,12
2/11/2010,AMRITSAR,Potato,12
3/11/2010,AMRITSAR,Potato,12
4/11/2010,AMRITSAR,Potato,12
8/11/2010,AMRITSAR,Potato,5
9/11/2010,AMRITSAR,Potato,5
10/11/2010,AMRITSAR,Potato,5
11/11/2010,AMRITSAR,Potato,5
12/11/2010,AMRITSAR,Potato,5
15-11-2010,AMRITSAR,Potato,5
16-11-2010,AMRITSAR,Potato,14
18-11-2010,AMRITSAR,Potato,14
19-11-2010,AMRITSAR,Potato,14
22-11-2010,AMRITSAR,Potato,14
23-11-2010,AMRITSAR,Potato,14
24-11-2010,AMRITSAR,Potato,14
25-11-2010,AMRITSAR,Potato,14
26-11-2010,AMRITSAR,Potato,14
29-11-2010,AMRITSAR,Potato,5
30-11-2010,AMRITSAR,Potato,5
1/12/2010,AMRITSAR,Potato,14
2/12/2010,AMRITSAR,Potato,14
3/12/2010,AMRITSAR,Potato,14
6/12/2010,AMRITSAR,Potato,14
7/12/2010,AMRITSAR,Potato,5
8/12/2010,AMRITSAR,Potato,5
9/12/2010,AMRITSAR,Potato,5
10/12/2010,AMRITSAR,Potato,5
13-12-2010,AMRITSAR,Potato,9
14-12-2010,AMRITSAR,Potato,9
15-12-2010,AMRITSAR,Potato,9
16-12-2010,AMRITSAR,Potato,9
20-12-2010,AMRITSAR,Potato,9
21-12-2010,AMRITSAR,Potato,9
22-12-2010,AMRITSAR,Potato,9
23-12-2010,AMRITSAR,Potato,7
24-12-2010,AMRITSAR,Potato,7
27-12-2010,AMRITSAR,Potato,7
28-12-2010,AMRITSAR,Potato,7
29-12-2010,AMRITSAR,Potato,7
30-12-2010,AMRITSAR,Potato,7
31-12-2010,AMRITSAR,Potato,7
3/1/2011,AMRITSAR,Potato,7
4/1/2011,AMRITSAR,Potato,7
6/1/2011,AMRITSAR,Potato,5
7/1/2011,AMRITSAR,Potato,5
10/1/2011,AMRITSAR,Potato,5
11/1/2011,AMRITSAR,Potato,5
12/1/2011,AMRITSAR,Potato,6
13-01-2011,AMRITSAR,Potato,6
14-01-2011,AMRITSAR,Potato,6
17-01-2011,AMRITSAR,Potato,6
18-01-2011,AMRITSAR,Potato,6
19-01-2011,AMRITSAR,Potato,6
20-01-2011,AMRITSAR,Potato,6
21-01-2011,AMRITSAR,Potato,5
24-01-2011,AMRITSAR,Potato,5
25-01-2011,AMRITSAR,Potato,5
27-01-2011,AMRITSAR,Potato,5
28-01-2011,AMRITSAR,Potato,5
31-01-2011,AMRITSAR,Potato,5
1/2/2011,AMRITSAR,Potato,5
2/2/2011,AMRITSAR,Potato,5
3/2/2011,AMRITSAR,Potato,5
4/2/2011,AMRITSAR,Potato,5
7/2/2011,AMRITSAR,Potato,5
8/2/2011,AMRITSAR,Potato,5
9/2/2011,AMRITSAR,Potato,5
10/2/2011,AMRITSAR,Potato,5
11/2/2011,AMRITSAR,Potato,5
14-02-2011,AMRITSAR,Potato,5
15-02-2011,AMRITSAR,Potato,5
17-02-2011,AMRITSAR,Potato,5
18-02-2011,AMRITSAR,Potato,5
21-02-2011,AMRITSAR,Potato,5
22-02-2011,AMRITSAR,Potato,5
23-02-2011,AMRITSAR,Potato,5
24-02-2011,AMRITSAR,Potato,5
25-02-2011,AMRITSAR,Potato,5
28-02-2011,AMRITSAR,Potato,5
1/3/2011,AMRITSAR,Potato,5
3/3/2011,AMRITSAR,Potato,5
4/3/2011,AMRITSAR,Potato,5
7/3/2011,AMRITSAR,Potato,5
8/3/2011,AMRITSAR,Potato,5
9/3/2011,AMRITSAR,Potato,5
10/3/2011,AMRITSAR,Potato,5
11/3/2011,AMRITSAR,Potato,5
14-03-2011,AMRITSAR,Potato,5
15-03-2011,AMRITSAR,Potato,5
16-03-2011,AMRITSAR,Potato,5
17-03-2011,AMRITSAR,Potato,5
18-03-2011,AMRITSAR,Potato,5
21-03-2011,AMRITSAR,Potato,5
22-03-2011,AMRITSAR,Potato,5
23-03-2011,AMRITSAR,Potato,5
24-03-2011,AMRITSAR,Potato,5
25-03-2011,AMRITSAR,Potato,5
28-03-2011,AMRITSAR,Potato,5
29-03-2011,AMRITSAR,Potato,5
30-03-2011,AMRITSAR,Potato,5
31-03-2011,AMRITSAR,Potato,5
1/4/2011,AMRITSAR,Potato,5
4/4/2011,AMRITSAR,Potato,5
5/4/2011,AMRITSAR,Potato,5
6/4/2011,AMRITSAR,Potato,5
7/4/2011,AMRITSAR,Potato,5
8/4/2011,AMRITSAR,Potato,5
11/4/2011,AMRITSAR,Potato,5
13-04-2011,AMRITSAR,Potato,5
15-04-2011,AMRITSAR,Potato,5
18-04-2011,AMRITSAR,Potato,5
19-04-2011,AMRITSAR,Potato,5
20-04-2011,AMRITSAR,Potato,5
21-04-2011,AMRITSAR,Potato,5
25-04-2011,AMRITSAR,Potato,5
26-04-2011,AMRITSAR,Potato,5
27-04-2011,AMRITSAR,Potato,5
28-04-2011,AMRITSAR,Potato,5
29-04-2011,AMRITSAR,Potato,5
2/5/2011,AMRITSAR,Potato,5
3/5/2011,AMRITSAR,Potato,5
4/5/2011,AMRITSAR,Potato,5
5/5/2011,AMRITSAR,Potato,5
6/5/2011,AMRITSAR,Potato,5
9/5/2011,AMRITSAR,Potato,5
10/5/2011,AMRITSAR,Potato,5
11/5/2011,AMRITSAR,Potato,5
12/5/2011,AMRITSAR,Potato,5
13-05-2011,AMRITSAR,Potato,5
16-05-2011,AMRITSAR,Potato,5
18-05-2011,AMRITSAR,Potato,5
19-05-2011,AMRITSAR,Potato,5
20-05-2011,AMRITSAR,Potato,5
23-05-2011,AMRITSAR,Potato,5
24-05-2011,AMRITSAR,Potato,5
25-05-2011,AMRITSAR,Potato,5
26-05-2011,AMRITSAR,Potato,5
27-05-2011,AMRITSAR,Potato,5
30-05-2011,AMRITSAR,Potato,5
31-05-2011,AMRITSAR,Potato,5
1/6/2011,AMRITSAR,Potato,5
2/6/2011,AMRITSAR,Potato,6
3/6/2011,AMRITSAR,Potato,6
6/6/2011,AMRITSAR,Potato,6
7/6/2011,AMRITSAR,Potato,6
8/6/2011,AMRITSAR,Potato,5
9/6/2011,AMRITSAR,Potato,5
10/6/2011,AMRITSAR,Potato,5
13-06-2011,AMRITSAR,Potato,6
14-06-2011,AMRITSAR,Potato,6
15-06-2011,AMRITSAR,Potato,6
16-06-2011,AMRITSAR,Potato,6
17-06-2011,AMRITSAR,Potato,6
20-06-2011,AMRITSAR,Potato,6
21-06-2011,AMRITSAR,Potato,6
22-06-2011,AMRITSAR,Potato,5
23-06-2011,AMRITSAR,Potato,5
24-06-2011,AMRITSAR,Potato,5
27-06-2011,AMRITSAR,Potato,5
28-06-2011,AMRITSAR,Potato,5
29-06-2011,AMRITSAR,Potato,5
30-06-2011,AMRITSAR,Potato,5
1/7/2011,AMRITSAR,Potato,5
4/7/2011,AMRITSAR,Potato,5
5/7/2011,AMRITSAR,Potato,5
6/7/2011,AMRITSAR,Potato,5
7/7/2011,AMRITSAR,Potato,5
8/7/2011,AMRITSAR,Potato,5
11/7/2011,AMRITSAR,Potato,5
12/7/2011,AMRITSAR,Potato,5
13-07-2011,AMRITSAR,Potato,5
14-07-2011,AMRITSAR,Potato,5
15-07-2011,AMRITSAR,Potato,5
18-07-2011,AMRITSAR,Potato,5
19-07-2011,AMRITSAR,Potato,5
20-07-2011,AMRITSAR,Potato,5
21-07-2011,AMRITSAR,Potato,5
22-07-2011,AMRITSAR,Potato,5
25-07-2011,AMRITSAR,Potato,5
26-07-2011,AMRITSAR,Potato,5
27-07-2011,AMRITSAR,Potato,5
28-07-2011,AMRITSAR,Potato,5
29-07-2011,AMRITSAR,Potato,5
1/8/2011,AMRITSAR,Potato,5
2/8/2011,AMRITSAR,Potato,5
3/8/2011,AMRITSAR,Potato,5
4/8/2011,AMRITSAR,Potato,5
5/8/2011,AMRITSAR,Potato,5
8/8/2011,AMRITSAR,Potato,5
9/8/2011,AMRITSAR,Potato,5
10/8/2011,AMRITSAR,Potato,5
11/8/2011,AMRITSAR,Potato,5
12/8/2011,AMRITSAR,Potato,5
16-08-2011,AMRITSAR,Potato,5
17-08-2011,AMRITSAR,Potato,5
18-08-2011,AMRITSAR,Potato,5
19-08-2011,AMRITSAR,Potato,5
23-08-2011,AMRITSAR,Potato,5
24-08-2011,AMRITSAR,Potato,5
25-08-2011,AMRITSAR,Potato,5
26-08-2011,AMRITSAR,Potato,5
29-08-2011,AMRITSAR,Potato,5
30-08-2011,AMRITSAR,Potato,5
1/9/2011,AMRITSAR,Potato,5
2/9/2011,AMRITSAR,Potato,5
5/9/2011,AMRITSAR,Potato,5
6/9/2011,AMRITSAR,Potato,5
7/9/2011,AMRITSAR,Potato,5
8/9/2011,AMRITSAR,Potato,5
9/9/2011,AMRITSAR,Potato,5
12/9/2011,AMRITSAR,Potato,5
13-09-2011,AMRITSAR,Potato,5
14-09-2011,AMRITSAR,Potato,5
15-09-2011,AMRITSAR,Potato,5
16-09-2011,AMRITSAR,Potato,5
19-09-2011,AMRITSAR,Potato,5
20-09-2011,AMRITSAR,Potato,13
21-09-2011,AMRITSAR,Potato,13
22-09-2011,AMRITSAR,Potato,13
23-09-2011,AMRITSAR,Potato,13
26-09-2011,AMRITSAR,Potato,13
27-09-2011,AMRITSAR,Potato,13
28-09-2011,AMRITSAR,Potato,13
29-09-2011,AMRITSAR,Potato,13
30-09-2011,AMRITSAR,Potato,13
3/10/2011,AMRITSAR,Potato,13
4/10/2011,AMRITSAR,Potato,13
5/10/2011,AMRITSAR,Potato,12
7/10/2011,AMRITSAR,Potato,5
10/10/2011,AMRITSAR,Potato,5
11/10/2011,AMRITSAR,Potato,5
12/10/2011,AMRITSAR,Potato,13
13-10-2011,AMRITSAR,Potato,5
14-10-2011,AMRITSAR,Potato,5
17-10-2011,AMRITSAR,Potato,5
18-10-2011,AMRITSAR,Potato,5
19-10-2011,AMRITSAR,Potato,5
20-10-2011,AMRITSAR,Potato,5
21-10-2011,AMRITSAR,Potato,5
24-10-2011,AMRITSAR,Potato,11
25-10-2011,AMRITSAR,Potato,5
27-10-2011,AMRITSAR,Potato,5
28-10-2011,AMRITSAR,Potato,5
31-10-2011,AMRITSAR,Potato,5
1/11/2011,AMRITSAR,Potato,5
2/11/2011,AMRITSAR,Potato,5
3/11/2011,AMRITSAR,Potato,5
4/11/2011,AMRITSAR,Potato,5
8/11/2011,AMRITSAR,Potato,5
9/11/2011,AMRITSAR,Potato,5
11/11/2011,AMRITSAR,Potato,5
14-11-2011,AMRITSAR,Potato,5
15-11-2011,AMRITSAR,Potato,5
16-11-2011,AMRITSAR,Potato,5
17-11-2011,AMRITSAR,Potato,5
18-11-2011,AMRITSAR,Potato,5
21-11-2011,AMRITSAR,Potato,5
22-11-2011,AMRITSAR,Potato,5
23-11-2011,AMRITSAR,Potato,5
24-11-2011,AMRITSAR,Potato,5
25-11-2011,AMRITSAR,Potato,10
28-11-2011,AMRITSAR,Potato,5
29-11-2011,AMRITSAR,Potato,8
30-11-2011,AMRITSAR,Potato,8
1/12/2011,AMRITSAR,Potato,10
2/12/2011,AMRITSAR,Potato,10
5/12/2011,AMRITSAR,Potato,5
7/12/2011,AMRITSAR,Potato,6
8/12/2011,AMRITSAR,Potato,6
9/12/2011,AMRITSAR,Potato,6
12/12/2011,AMRITSAR,Potato,5
13-12-2011,AMRITSAR,Potato,5
14-12-2011,AMRITSAR,Potato,6
15-12-2011,AMRITSAR,Potato,6
16-12-2011,AMRITSAR,Potato,6
19-12-2011,AMRITSAR,Potato,6
20-12-2011,AMRITSAR,Potato,6
21-12-2011,AMRITSAR,Potato,5
22-12-2011,AMRITSAR,Potato,5
23-12-2011,AMRITSAR,Potato,5
26-12-2011,AMRITSAR,Potato,5
27-12-2011,AMRITSAR,Potato,6
28-12-2011,AMRITSAR,Potato,6
29-12-2011,AMRITSAR,Potato,5
30-12-2011,AMRITSAR,Potato,5
2/1/2012,AMRITSAR,Potato,5
3/1/2012,AMRITSAR,Potato,6
4/1/2012,AMRITSAR,Potato,6
5/1/2012,AMRITSAR,Potato,6
6/1/2012,AMRITSAR,Potato,6
9/1/2012,AMRITSAR,Potato,5
10/1/2012,AMRITSAR,Potato,5
11/1/2012,AMRITSAR,Potato,5
12/1/2012,AMRITSAR,Potato,5
13-01-2012,AMRITSAR,Potato,5
16-01-2012,AMRITSAR,Potato,5
17-01-2012,AMRITSAR,Potato,5
18-01-2012,AMRITSAR,Potato,5
19-01-2012,AMRITSAR,Potato,5
20-01-2012,AMRITSAR,Potato,5
23-01-2012,AMRITSAR,Potato,5
24-01-2012,AMRITSAR,Potato,5
25-01-2012,AMRITSAR,Potato,5
27-01-2012,AMRITSAR,Potato,5
30-01-2012,AMRITSAR,Potato,5
31-01-2012,AMRITSAR,Potato,5
1/2/2012,AMRITSAR,Potato,8
2/2/2012,AMRITSAR,Potato,8
3/2/2012,AMRITSAR,Potato,8
6/2/2012,AMRITSAR,Potato,8
7/2/2012,AMRITSAR,Potato,5
8/2/2012,AMRITSAR,Potato,6
9/2/2012,AMRITSAR,Potato,6
10/2/2012,AMRITSAR,Potato,6
13-02-2012,AMRITSAR,Potato,6
14-02-2012,AMRITSAR,Potato,6
15-02-2012,AMRITSAR,Potato,6
16-02-2012,AMRITSAR,Potato,5
17-02-2012,AMRITSAR,Potato,5
21-02-2012,AMRITSAR,Potato,5
22-02-2012,AMRITSAR,Potato,5
23-02-2012,AMRITSAR,Potato,5
24-02-2012,AMRITSAR,Potato,5
27-02-2012,AMRITSAR,Potato,5
28-02-2012,AMRITSAR,Potato,6
29-02-2012,AMRITSAR,Potato,6
1/3/2012,AMRITSAR,Potato,6
2/3/2012,AMRITSAR,Potato,6
5/3/2012,AMRITSAR,Potato,6
6/3/2012,AMRITSAR,Potato,6
7/3/2012,AMRITSAR,Potato,7
9/3/2012,AMRITSAR,Potato,7
12/3/2012,AMRITSAR,Potato,7
13-03-2012,AMRITSAR,Potato,7
14-03-2012,AMRITSAR,Potato,7
15-03-2012,AMRITSAR,Potato,7
16-03-2012,AMRITSAR,Potato,7
19-03-2012,AMRITSAR,Potato,5
20-03-2012,AMRITSAR,Potato,6
21-03-2012,AMRITSAR,Potato,6
22-03-2012,AMRITSAR,Potato,6
23-03-2012,AMRITSAR,Potato,5
26-03-2012,AMRITSAR,Potato,6
27-03-2012,AMRITSAR,Potato,6
28-03-2012,AMRITSAR,Potato,10
29-03-2012,AMRITSAR,Potato,8
30-03-2012,AMRITSAR,Potato,8
2/4/2012,AMRITSAR,Potato,8
3/4/2012,AMRITSAR,Potato,10
4/4/2012,AMRITSAR,Potato,10
9/4/2012,AMRITSAR,Potato,10
10/4/2012,AMRITSAR,Potato,10
11/4/2012,AMRITSAR,Potato,10
12/4/2012,AMRITSAR,Potato,10
13-04-2012,AMRITSAR,Potato,10
16-04-2012,AMRITSAR,Potato,5
17-04-2012,AMRITSAR,Potato,10
18-04-2012,AMRITSAR,Potato,5
19-04-2012,AMRITSAR,Potato,5
20-04-2012,AMRITSAR,Potato,5
23-04-2012,AMRITSAR,Potato,5
24-04-2012,AMRITSAR,Potato,5
25-04-2012,AMRITSAR,Potato,5
26-04-2012,AMRITSAR,Potato,11
27-04-2012,AMRITSAR,Potato,11
30-04-2012,AMRITSAR,Potato,11
1/5/2012,AMRITSAR,Potato,5
2/5/2012,AMRITSAR,Potato,15
3/5/2012,AMRITSAR,Potato,15
4/5/2012,AMRITSAR,Potato,15
7/5/2012,AMRITSAR,Potato,15
8/5/2012,AMRITSAR,Potato,15
9/5/2012,AMRITSAR,Potato,15
10/5/2012,AMRITSAR,Potato,18
11/5/2012,AMRITSAR,Potato,18
14-05-2012,AMRITSAR,Potato,5
15-05-2012,AMRITSAR,Potato,20
16-05-2012,AMRITSAR,Potato,5
17-05-2012,AMRITSAR,Potato,18
18-05-2012,AMRITSAR,Potato,18
21-05-2012,AMRITSAR,Potato,18
22-05-2012,AMRITSAR,Potato,18
23-05-2012,AMRITSAR,Potato,18
24-05-2012,AMRITSAR,Potato,18
25-05-2012,AMRITSAR,Potato,18
28-05-2012,AMRITSAR,Potato,5
29-05-2012,AMRITSAR,Potato,5
30-05-2012,AMRITSAR,Potato,5
31-05-2012,AMRITSAR,Potato,18
1/6/2012,AMRITSAR,Potato,18
4/6/2012,AMRITSAR,Potato,18
5/6/2012,AMRITSAR,Potato,18
6/6/2012,AMRITSAR,Potato,18
7/6/2012,AMRITSAR,Potato,5
8/6/2012,AMRITSAR,Potato,20
11/6/2012,AMRITSAR,Potato,20
12/6/2012,AMRITSAR,Potato,5
13-06-2012,AMRITSAR,Potato,16
14-06-2012,AMRITSAR,Potato,16
15-06-2012,AMRITSAR,Potato,5
18-06-2012,AMRITSAR,Potato,5
19-06-2012,AMRITSAR,Potato,5
20-06-2012,AMRITSAR,Potato,5
21-06-2012,AMRITSAR,Potato,5
22-06-2012,AMRITSAR,Potato,5
25-06-2012,AMRITSAR,Potato,5
26-06-2012,AMRITSAR,Potato,16
27-06-2012,AMRITSAR,Potato,16
28-06-2012,AMRITSAR,Potato,16
29-06-2012,AMRITSAR,Potato,16
2/7/2012,AMRITSAR,Potato,18
3/7/2012,AMRITSAR,Potato,18
4/7/2012,AMRITSAR,Potato,18
5/7/2012,AMRITSAR,Potato,5
6/7/2012,AMRITSAR,Potato,18
9/7/2012,AMRITSAR,Potato,5
10/7/2012,AMRITSAR,Potato,18
11/7/2012,AMRITSAR,Potato,18
12/7/2012,AMRITSAR,Potato,18
13-07-2012,AMRITSAR,Potato,18
16-07-2012,AMRITSAR,Potato,18
17-07-2012,AMRITSAR,Potato,20
18-07-2012,AMRITSAR,Potato,20
19-07-2012,AMRITSAR,Potato,20
20-07-2012,AMRITSAR,Potato,20
23-07-2012,AMRITSAR,Potato,20
24-07-2012,AMRITSAR,Potato,20
25-07-2012,AMRITSAR,Potato,20
26-07-2012,AMRITSAR,Potato,20
27-07-2012,AMRITSAR,Potato,20
30-07-2012,AMRITSAR,Potato,20
31-07-2012,AMRITSAR,Potato,5
1/8/2012,AMRITSAR,Potato,5
2/8/2012,AMRITSAR,Potato,18
3/8/2012,AMRITSAR,Potato,18
6/8/2012,AMRITSAR,Potato,18
7/8/2012,AMRITSAR,Potato,18
8/8/2012,AMRITSAR,Potato,18
9/8/2012,AMRITSAR,Potato,18
